id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,f_camera,camera,memory,wifi,price,gen_ord,cores_ord,speed_ord,wifi_ord,bluetooth_bin,screen_LCD,screen_Touch,sim_Dual,sim_Single
78,1199,0.2,116,1168,1552,3448,17,13,10,15.0,20.0,16474,a,1140,2,3,2,2,True,1,0,1,0
79,1103,0.7,111,990,1486,1837,8,7,16,6.0,8.0,29336,b,738,0,5,1,1,False,0,1,1,0
80,1589,0.9,85,319,1206,3464,19,10,6,0.0,7.0,58644,a,1475,2,6,0,2,True,0,1,1,0
81,999,0.2,199,1397,1616,2593,14,11,16,11.0,19.0,64504,none,893,2,3,2,0,False,0,1,1,0
82,1510,0.9,180,708,1752,3484,9,6,11,2.0,3.0,46144,a,990,0,4,0,2,True,0,1,1,0
83,1008,1.0,114,1077,1122,2009,10,3,11,11.0,15.0,61334,none,747,1,2,0,0,False,1,0,0,1
84,1127,0.8,163,928,1049,2048,11,5,17,5.0,13.0,57217,g,961,2,0,2,3,True,0,1,1,0
85,1412,0.8,96,516,1894,837,15,9,4,5.0,17.0,25419,b,486,0,7,2,1,True,1,0,0,1
87,1083,0.8,178,1025,1118,3210,13,3,4,1.0,11.0,64579,none,1233,2,2,2,0,True,1,0,1,0
88,668,0.1,155,666,1203,2746,9,5,8,0.0,13.0,3544,b,625,1,4,0,1,False,0,1,1,0
90,1724,0.5,177,1605,1924,2822,19,3,16,2.0,5.0,57363,none,1187,2,2,1,0,False,0,1,1,0
91,1977,1.0,171,1226,1242,1971,18,7,14,7.0,18.0,54463,none,1134,2,6,1,0,True,0,1,1,0
92,885,0.4,103,769,802,1410,16,10,5,0.0,0.0,15286,n,804,2,6,2,4,False,0,1,1,0
93,879,0.7,83,403,1105,349,16,10,2,11.0,15.0,14808,b,734,2,5,2,1,True,1,0,0,1
94,1322,0.8,140,177,1990,1418,19,17,12,6.0,9.0,7836,none,779,0,2,1,0,False,0,1,1,0
95,1137,1.0,196,942,1179,3616,13,5,12,18.0,19.0,7774,g,992,1,2,1,3,True,0,1,0,1
96,1355,0.2,132,651,891,880,19,4,8,10.0,16.0,23150,none,790,2,4,2,0,False,0,1,0,1
97,1665,0.2,194,1572,1684,1601,18,17,14,3.0,18.0,60922,none,1178,2,5,0,0,True,1,0,0,1
98,657,0.7,141,476,961,1412,14,3,18,0.0,1.0,37602,none,457,0,1,2,0,False,0,1,0,1
100,1883,0.3,146,836,1739,2600,16,8,20,3.0,13.0,11069,none,1111,2,5,0,0,True,1,0,0,1
101,1732,0.8,119,824,881,1308,16,7,11,4.0,9.0,12441,a,876,2,7,1,2,True,1,0,0,1
102,543,0.7,192,391,984,2413,17,14,15,0.0,4.0,57926,none,755,1,4,0,0,False,1,0,0,1
103,1939,0.6,199,320,520,1047,14,10,18,0.0,10.0,55631,none,994,2,3,2,0,True,0,1,1,0
104,553,0.5,121,325,902,1204,11,4,8,1.0,3.0,8265,b,627,2,6,2,1,False,0,1,1,0
106,1661,1.0,172,846,1634,2676,12,6,11,5.0,10.0,23895,a,918,0,4,1,2,False,0,1,1,0
108,1135,0.3,83,293,1846,3029,19,17,9,0.0,4.0,46361,g,1226,1,0,1,3,True,0,1,1,0
109,1775,0.1,163,1633,1869,2343,19,13,14,3.0,7.0,41532,b,991,1,0,1,1,True,0,1,0,1
110,783,1.0,106,1198,1471,2016,16,4,18,0.0,4.0,43611,none,949,2,2,1,0,False,0,1,1,0
111,617,0.5,199,768,874,2213,18,13,7,0.0,20.0,32530,none,687,0,6,2,0,True,1,0,0,1
113,1310,1.0,194,117,513,3182,8,4,5,13.0,14.0,7523,none,836,1,4,1,0,True,0,1,1,0
116,909,0.3,82,635,973,3187,12,9,4,0.0,0.0,53616,none,868,1,7,1,0,True,1,0,0,1
117,1084,0.9,107,322,771,1945,15,4,10,3.0,11.0,40594,none,789,2,2,2,0,True,0,1,0,1
118,1308,0.9,199,275,989,488,5,3,9,8.0,12.0,46309,none,441,0,0,1,0,False,0,1,1,0
120,1701,0.3,194,550,1338,2598,12,9,6,3.0,7.0,10300,none,792,0,7,1,0,True,0,1,1,0
121,772,0.5,80,1242,1712,3242,18,11,4,1.0,2.0,10485,none,1104,2,3,2,0,True,0,1,1,0
122,825,0.9,130,597,863,3534,10,4,6,7.0,10.0,52878,none,769,0,2,0,0,True,0,1,1,0
123,1379,0.8,200,538,1376,3426,5,4,17,5.0,7.0,36941,a,1124,2,1,1,2,False,0,1,0,1
125,1659,0.6,89,819,902,3255,19,14,9,5.0,20.0,16687,a,709,0,0,2,2,False,1,0,0,1
126,826,0.3,88,179,786,2863,9,3,18,0.0,1.0,58476,a,792,2,3,2,2,True,1,0,1,0
127,1564,0.5,189,1259,1965,1496,6,4,7,4.0,17.0,25260,n,783,2,5,2,4,False,0,1,0,1
129,1571,0.1,100,713,1398,666,12,10,13,0.0,1.0,20028,none,817,2,5,1,0,False,0,1,0,1
130,1414,0.8,99,262,829,3799,17,7,7,2.0,3.0,55032,g,1173,1,6,1,3,False,1,0,1,0
132,645,1.0,197,327,580,2962,12,9,4,1.0,10.0,41430,b,570,1,6,0,1,False,0,1,0,1
133,668,0.2,195,522,1056,2399,10,5,7,7.0,12.0,30237,g,779,1,7,2,3,False,0,1,1,0
134,1652,0.7,89,313,1264,2338,12,8,20,1.0,5.0,36195,none,748,0,3,1,0,True,1,0,1,0
135,1213,0.5,108,226,1248,2700,12,3,9,0.0,0.0,16267,g,915,0,4,0,3,True,1,0,0,1
136,1272,0.9,133,605,669,2235,19,4,4,0.0,8.0,22352,none,839,1,5,2,0,True,1,0,1,0
137,866,0.5,179,692,1686,3825,12,11,2,5.0,7.0,46396,n,934,2,7,0,4,False,0,1,1,0
138,536,0.3,182,1386,1539,284,12,9,4,12.0,14.0,3561,none,676,2,6,2,0,False,0,1,1,0
142,1537,0.3,137,839,1131,3685,18,17,17,4.0,5.0,43332,n,1116,2,0,2,4,True,0,1,0,1
143,786,0.5,141,507,1697,2390,12,11,5,0.0,6.0,33661,a,779,1,6,1,2,False,1,0,1,0
145,1814,0.4,141,756,786,3556,18,12,16,1.0,2.0,9509,none,1164,2,1,1,0,False,1,0,1,0
146,1101,0.2,148,387,1269,2196,12,6,19,0.0,7.0,31494,b,588,0,1,1,1,False,0,1,0,1
148,1216,0.4,199,1852,1967,2268,13,5,4,4.0,7.0,47369,n,739,0,2,2,4,False,0,1,0,1
149,506,0.8,159,875,1025,2965,13,10,15,6.0,7.0,41520,none,848,2,0,1,0,False,1,0,0,1
151,742,0.2,190,577,1359,3557,16,11,12,4.0,14.0,56362,b,662,0,6,1,1,False,0,1,1,0
152,1692,0.9,176,975,1996,1354,16,7,19,3.0,12.0,61262,none,1148,2,5,1,0,True,1,0,0,1
155,1692,0.9,139,674,1925,1394,16,10,6,4.0,6.0,46889,none,1186,2,0,2,0,False,0,1,1,0
156,637,0.8,97,1125,1989,374,18,4,8,3.0,4.0,60202,g,721,2,3,2,3,False,1,0,0,1
160,1481,0.6,96,116,1533,2945,10,5,16,4.0,13.0,37419,b,948,2,4,0,1,True,0,1,1,0
161,961,0.3,152,554,621,2981,15,6,7,10.0,16.0,51494,b,639,1,5,1,1,True,0,1,1,0
163,1193,0.5,166,730,1729,536,17,14,4,11.0,20.0,26548,b,613,1,0,0,1,False,1,0,0,1
164,1441,0.1,118,577,1071,2317,16,4,7,11.0,17.0,3311,g,843,2,7,1,3,False,1,0,1,0
165,517,0.8,183,660,974,3704,17,16,11,3.0,8.0,33332,n,870,2,3,1,4,False,1,0,1,0
166,748,0.9,150,450,1554,2126,18,9,7,0.0,4.0,27403,none,888,2,7,1,0,True,1,0,0,1
167,1126,0.4,160,1223,1611,2050,7,6,12,2.0,3.0,10458,g,1054,2,5,2,3,True,0,1,0,1
168,1572,0.2,157,1109,1937,2462,12,8,10,0.0,8.0,58869,none,956,2,6,0,0,False,1,0,0,1
170,1270,0.5,101,299,845,3770,5,3,13,2.0,6.0,32479,none,1315,2,6,0,0,True,0,1,1,0
171,1854,0.1,101,506,627,1886,17,4,20,2.0,5.0,8937,none,1100,2,4,2,0,False,0,1,0,1
173,1577,0.3,197,1045,1737,2060,19,6,12,0.0,4.0,42519,none,904,2,4,0,0,False,1,0,1,0
174,534,1.0,189,393,1199,3926,16,12,20,0.0,1.0,16668,none,1167,2,4,0,0,False,1,0,1,0
175,946,0.8,143,650,1740,2177,7,5,13,8.0,15.0,25461,b,817,2,5,1,1,False,0,1,1,0
176,685,0.8,93,433,648,728,14,8,4,2.0,10.0,29354,b,450,0,6,0,1,False,1,0,0,1
177,1949,0.1,101,839,1136,2478,14,8,20,0.0,1.0,23813,none,922,1,4,1,0,False,1,0,1,0
178,947,0.1,197,1176,1220,2842,16,12,2,0.0,13.0,23009,none,753,2,1,0,0,False,1,0,1,0
179,801,0.4,165,650,879,1617,17,4,19,2.0,4.0,63452,a,600,0,6,1,2,True,1,0,1,0
180,703,0.3,113,218,1065,1472,14,7,7,12.0,20.0,30581,none,590,2,0,2,0,True,1,0,0,1
181,1165,0.2,178,564,831,764,19,12,15,11.0,12.0,41549,none,548,1,5,2,0,True,1,0,0,1
187,1934,0.1,103,619,1299,2940,13,9,2,0.0,17.0,46527,a,1234,2,0,2,2,True,0,1,1,0
188,1905,0.5,151,849,898,1545,9,5,10,3.0,5.0,6455,none,932,2,0,0,0,True,0,1,0,1
189,1831,0.9,150,611,1381,3834,17,7,13,2.0,5.0,43589,g,1363,1,4,1,3,False,0,1,1,0
190,596,0.6,165,953,984,2505,15,4,15,8.0,18.0,46364,none,877,1,0,1,0,False,0,1,0,1
191,1562,0.2,190,642,1533,2243,12,10,6,1.0,15.0,7777,none,788,2,4,1,0,True,1,0,1,0
192,1490,0.3,150,1417,1464,3600,17,9,7,4.0,8.0,64693,a,1452,2,7,0,2,True,0,1,1,0
193,1523,0.2,117,247,539,3971,18,12,10,5.0,6.0,57249,g,1153,2,1,2,3,True,0,1,0,1
194,640,0.1,163,710,1179,2844,7,5,18,0.0,15.0,20463,none,848,1,3,0,0,False,0,1,0,1
195,1526,0.2,117,718,751,2227,18,10,3,1.0,8.0,23665,none,1168,2,6,1,0,False,0,1,0,1
196,1989,0.8,94,1100,1497,1665,17,9,12,0.0,13.0,41466,n,990,2,2,2,4,False,0,1,1,0
198,609,0.3,93,938,1948,1866,11,10,14,3.0,4.0,26153,a,665,1,3,0,2,False,0,1,0,1
199,1905,0.4,119,825,1542,1287,13,4,16,9.0,20.0,36546,none,952,2,2,0,0,False,1,0,1,0
200,1703,0.6,192,286,1235,1046,5,4,13,0.0,0.0,22483,g,883,2,0,0,3,True,1,0,0,1
201,1445,0.4,173,1273,1345,1441,7,4,13,7.0,15.0,19923,b,1023,2,6,2,1,True,0,1,1,0
202,1087,0.3,166,295,589,690,14,6,6,0.0,9.0,16658,g,736,2,2,1,3,False,1,0,0,1
203,671,0.7,105,852,1182,2504,6,4,15,10.0,17.0,30814,none,867,1,6,0,0,False,1,0,1,0
204,1472,0.1,168,710,1052,2677,19,15,8,6.0,19.0,61198,none,1008,1,5,2,0,True,1,0,0,1
205,765,0.3,115,1277,1429,2243,11,7,4,0.0,1.0,47485,g,729,2,7,0,3,False,1,0,1,0
206,1642,0.3,171,129,873,2984,13,4,17,16.0,17.0,8636,g,942,2,5,0,3,False,1,0,1,0
208,664,0.1,110,701,1478,3629,19,15,6,1.0,4.0,51742,a,1163,2,6,1,2,True,0,1,1,0
209,1277,0.4,142,309,1460,3559,18,17,6,0.0,6.0,35265,none,1112,2,5,0,0,True,0,1,1,0
211,1539,0.1,159,1112,1666,2107,15,9,10,0.0,0.0,41319,n,734,1,7,2,4,True,1,0,0,1
212,1049,0.5,135,199,1077,1022,11,3,13,9.0,17.0,64032,none,558,0,4,1,0,True,1,0,0,1
214,903,0.4,91,1230,1235,711,9,5,10,0.0,0.0,50531,none,802,2,0,1,0,False,0,1,1,0
215,1987,1.0,181,1052,1516,3117,18,5,8,3.0,7.0,53211,g,1224,2,2,0,3,True,0,1,0,1
216,1154,0.2,181,541,1499,978,5,3,7,0.0,2.0,49538,b,848,2,7,1,1,False,1,0,1,0
218,1886,0.4,112,809,1958,1179,16,7,20,0.0,1.0,24708,a,727,2,2,0,2,False,1,0,0,1
219,1551,0.1,88,1738,1995,3844,11,8,4,4.0,6.0,51487,none,1392,0,4,1,0,False,0,1,0,1
220,850,0.5,133,404,642,593,19,17,10,6.0,19.0,29651,a,572,2,4,1,2,True,1,0,1,0
221,660,0.5,111,262,1178,588,6,5,18,5.0,10.0,40501,b,793,2,1,0,1,False,0,1,0,1
222,1225,0.5,116,759,1404,3836,12,11,11,8.0,12.0,13247,none,779,0,3,1,0,True,1,0,1,0
224,1686,0.1,166,397,1453,2958,14,11,2,3.0,4.0,38423,none,721,0,3,2,0,True,1,0,1,0
225,1634,0.2,200,964,1677,3031,11,6,6,1.0,5.0,18001,a,1027,2,1,1,2,True,0,1,0,1
226,1708,0.1,109,233,517,3388,6,4,16,18.0,19.0,48950,g,1130,2,0,2,3,True,0,1,1,0
227,1151,0.6,128,1022,1560,2377,18,8,13,0.0,1.0,31072,none,672,0,7,2,0,True,0,1,1,0
228,1578,0.1,138,411,1226,2458,19,16,3,2.0,19.0,37538,a,932,2,3,1,2,False,1,0,1,0
230,1488,0.8,112,1528,1647,3054,14,10,19,1.0,6.0,39449,none,920,0,4,0,0,False,1,0,0,1
231,1313,0.4,105,416,1308,3791,11,10,6,4.0,6.0,9634,g,1005,0,0,1,3,True,0,1,1,0
232,1715,0.5,83,638,1615,625,17,6,13,4.0,17.0,31042,none,909,2,7,1,0,False,1,0,1,0
233,1442,0.1,192,231,687,2227,6,5,20,0.0,19.0,26879,none,849,1,2,1,0,False,0,1,1,0
234,528,0.8,142,574,637,3256,9,8,6,12.0,15.0,6503,none,1047,2,1,1,0,False,0,1,0,1
235,1523,0.1,129,148,1606,707,19,8,19,6.0,8.0,11329,none,762,2,0,1,0,True,0,1,0,1
236,1133,0.1,199,730,1543,1457,18,12,20,3.0,12.0,42227,b,702,1,4,1,1,False,1,0,0,1
241,724,0.5,187,1273,1754,2311,7,6,7,0.0,0.0,44351,none,731,1,6,2,0,False,1,0,1,0
244,1891,0.4,129,169,1108,3704,8,6,11,7.0,14.0,37529,none,1265,2,6,2,0,False,1,0,0,1
245,1373,0.2,127,105,673,3800,8,3,14,2.0,12.0,50266,none,724,1,6,1,0,True,1,0,1,0
246,862,0.4,165,793,1758,278,16,3,11,3.0,15.0,23409,b,434,0,1,0,1,True,1,0,1,0
247,1273,0.4,99,490,886,1767,18,15,11,3.0,15.0,48661,none,1055,2,3,1,0,False,0,1,0,1
248,957,0.8,107,1201,1485,1846,12,5,7,4.0,10.0,7991,a,826,1,4,2,2,True,1,0,0,1
251,1210,0.1,93,1177,1462,2394,17,9,7,0.0,0.0,63287,none,795,0,4,0,0,False,1,0,0,1
253,835,0.2,101,323,1604,1181,13,5,15,2.0,7.0,7257,a,681,1,3,1,2,False,0,1,1,0
254,1450,0.6,131,707,1882,575,15,9,12,9.0,17.0,19312,none,538,0,0,2,0,True,1,0,1,0
255,973,0.2,190,457,1816,2977,6,4,2,5.0,16.0,57365,none,955,2,6,1,0,True,1,0,0,1
256,601,0.1,154,356,765,532,12,8,10,4.0,13.0,4322,b,639,2,3,1,1,True,0,1,0,1
258,564,0.5,168,912,1980,1074,14,8,15,0.0,1.0,52034,none,838,2,2,1,0,False,0,1,1,0
260,754,0.7,178,1914,1928,1027,6,3,5,7.0,10.0,59530,none,859,2,6,0,0,False,1,0,1,0
262,1431,0.6,191,156,952,461,7,3,8,0.0,1.0,56952,none,727,2,0,0,0,True,1,0,0,1
265,1992,1.0,100,1552,1596,606,9,3,4,5.0,15.0,57142,a,806,2,1,1,2,True,0,1,0,1
266,1876,0.3,86,546,1564,2513,10,8,16,10.0,14.0,40552,none,1132,2,5,0,0,False,0,1,0,1
267,1054,0.4,136,1097,1222,1675,18,4,14,10.0,12.0,38682,g,922,2,5,1,3,False,0,1,1,0
268,1283,0.9,93,372,692,2698,9,6,17,4.0,5.0,47413,none,654,1,4,1,0,True,0,1,1,0
270,1066,0.9,114,1242,1571,468,19,13,6,2.0,18.0,7757,none,784,2,6,0,0,False,0,1,0,1
271,730,0.1,89,302,1247,1210,19,15,4,0.0,2.0,4533,n,767,2,7,1,4,False,0,1,1,0
272,1053,0.3,103,594,1767,3086,17,6,5,7.0,12.0,45372,b,831,2,0,0,1,True,0,1,1,0
273,1611,0.6,98,303,714,1595,8,4,9,11.0,14.0,3149,n,767,1,2,0,4,True,1,0,1,0
274,793,0.9,133,1858,1935,2332,17,13,14,5.0,15.0,30306,n,721,2,1,1,4,False,0,1,1,0
275,1220,0.5,125,403,1933,2589,19,11,15,3.0,8.0,62442,a,907,1,3,2,2,False,0,1,0,1
278,538,0.8,177,235,662,417,8,4,9,12.0,13.0,2485,b,532,2,6,0,1,False,1,0,0,1
279,823,0.4,187,630,888,294,13,9,11,0.0,4.0,39397,b,400,0,7,0,1,True,1,0,0,1
280,1733,1.0,119,357,527,3576,17,16,9,3.0,20.0,36291,none,1019,2,5,2,0,True,1,0,0,1
281,1429,0.9,100,246,820,3945,11,7,18,0.0,14.0,40504,g,850,2,2,1,3,False,1,0,1,0
282,1839,0.5,200,475,1493,927,19,10,18,9.0,11.0,54911,n,729,2,6,1,4,True,1,0,0,1
283,659,0.5,110,1054,1929,2044,15,5,2,6.0,7.0,6603,n,903,2,2,2,4,False,1,0,0,1
284,1953,0.1,158,555,764,2334,11,5,4,7.0,9.0,56973,none,954,1,7,1,0,True,1,0,1,0
286,612,0.3,102,1360,1891,3161,8,4,3,6.0,7.0,16706,none,990,0,6,1,0,True,1,0,1,0
287,1563,0.2,170,142,1699,3660,7,5,5,0.0,0.0,24410,none,1408,2,7,2,0,False,0,1,0,1
288,1191,0.8,84,681,683,1604,14,3,9,16.0,20.0,26320,a,994,2,0,1,2,False,1,0,1,0
289,615,0.6,163,104,1664,2211,7,4,18,0.0,4.0,42699,b,659,0,5,0,1,True,1,0,1,0
290,1893,0.2,134,637,763,3822,14,3,18,8.0,11.0,63703,a,1135,0,1,1,2,True,0,1,1,0
292,1995,0.8,139,1830,1963,1203,14,12,18,6.0,18.0,9501,b,1271,1,5,1,1,True,0,1,0,1
293,1517,0.6,143,802,1489,2822,15,5,11,6.0,14.0,48778,b,909,2,4,0,1,False,0,1,0,1
294,832,0.3,108,311,1294,447,15,13,12,1.0,5.0,34487,none,591,2,4,1,0,False,0,1,1,0
297,1329,0.9,181,1053,1458,1228,8,6,6,1.0,2.0,52441,b,626,1,5,1,1,True,1,0,0,1
298,928,0.7,80,221,1243,666,19,10,5,11.0,13.0,56265,none,386,0,7,0,0,True,0,1,1,0
299,1656,0.1,105,506,519,1499,12,8,19,8.0,17.0,38138,n,789,2,6,0,4,True,1,0,1,0
300,1937,0.6,189,1728,1767,3321,5,4,14,17.0,19.0,58740,none,1501,1,0,1,0,True,0,1,0,1
302,768,0.1,113,418,515,952,19,3,16,16.0,20.0,56175,b,663,2,0,0,1,True,1,0,0,1
303,1464,0.9,117,854,1168,3927,5,3,15,11.0,14.0,12478,g,965,0,1,0,3,True,0,1,1,0
304,1177,0.4,191,178,882,311,18,5,19,1.0,8.0,29115,none,690,2,1,0,0,False,1,0,0,1
305,1348,0.3,98,1869,1942,955,18,11,7,18.0,20.0,52509,a,850,1,2,1,2,False,0,1,0,1
307,1751,0.6,178,170,564,2969,8,6,17,6.0,20.0,8263,a,1034,0,5,0,2,False,1,0,1,0
308,1530,0.8,177,454,1975,725,11,10,19,11.0,13.0,42191,a,746,0,5,1,2,False,1,0,0,1
309,1997,0.5,185,866,1212,1655,7,6,15,1.0,8.0,40353,none,1008,1,3,1,0,True,1,0,1,0
317,1170,0.4,199,474,709,715,18,5,20,6.0,13.0,14412,b,718,2,1,0,1,True,1,0,0,1
319,1097,0.2,161,419,1914,1725,14,5,9,6.0,8.0,64692,b,728,1,2,1,1,False,1,0,1,0
321,1980,0.8,177,312,1910,3865,12,10,18,2.0,13.0,29157,none,1063,2,0,0,0,False,1,0,1,0
323,1379,1.0,83,207,1370,651,9,6,7,14.0,17.0,63433,none,842,2,0,1,0,True,0,1,1,0
324,1698,0.9,160,363,994,796,13,3,14,5.0,20.0,18013,g,846,2,5,1,3,False,1,0,0,1
325,920,0.4,115,209,1078,785,10,7,5,5.0,14.0,25608,b,430,0,6,1,1,False,0,1,1,0
327,1995,0.2,129,649,1104,1322,15,11,7,6.0,15.0,26321,a,677,0,0,0,2,True,0,1,0,1
329,972,0.4,193,1392,1795,1615,11,6,13,5.0,8.0,13637,none,721,0,4,0,0,True,0,1,1,0
330,662,0.8,138,1001,1224,2125,17,15,15,5.0,10.0,20553,b,507,0,0,0,1,False,0,1,0,1
335,803,0.3,106,627,935,2801,18,15,12,0.0,1.0,18368,none,658,0,3,0,0,False,0,1,1,0
337,668,0.3,114,195,1292,1201,14,12,4,2.0,19.0,48785,none,641,2,0,2,0,False,0,1,0,1
339,1560,0.8,169,745,1364,1938,15,11,16,0.0,1.0,22042,b,1137,2,6,2,1,False,0,1,0,1
340,821,0.1,109,253,1786,3185,8,4,15,5.0,9.0,54610,none,924,1,2,1,0,False,1,0,1,0
341,811,0.3,106,333,1429,2111,18,7,2,5.0,13.0,2495,g,896,2,5,2,3,True,1,0,1,0
344,618,0.3,86,1314,1688,1051,13,10,15,2.0,4.0,6248,b,653,0,0,1,1,False,1,0,0,1
345,654,0.7,196,1715,1898,1036,17,4,13,0.0,4.0,52854,none,720,2,3,1,0,True,1,0,0,1
348,869,0.6,118,1243,1584,2727,13,3,8,7.0,15.0,57675,none,887,2,0,1,0,True,1,0,0,1
349,635,0.4,149,300,1059,2973,12,5,18,2.0,4.0,42588,b,795,0,2,0,1,True,1,0,1,0
351,1557,0.1,123,1107,1442,2690,18,16,9,16.0,20.0,2344,n,849,0,4,2,4,False,1,0,1,0
